full_name,filename,contract,abi,bytecode
4877.sol:Clawback,4877,4877,"[{'inputs': [], 'stateMutability': 'nonpayable', 'type': 'constructor'}, {'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [], 'name': 'OWNER_CLAWBACK_DATE', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'PRESALE_MINIMUM_FUNDING', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'ownerClawback', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [], 'name': 'totalFunding', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf7000000000000000000000000000000000000000000000000000000008152600401610078919061019d565b60405180910390fd5b6100908161009d60201b60201c565b50600180819055506101b6565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101878261015e565b9050919050565b6101978161017d565b82525050565b5f6020820190506101b05f83018461018e565b92915050565b6104e0806101c35f395ff3fe608060405234801561000f575f5ffd5b506004361061007b575f3560e01c80638da5cb5b116100595780638da5cb5b146100c5578063b63e93dc146100e3578063f2fde38b146100ed578063fe47a8a7146101095761007b565b8063475ec95a1461007f5780635a4a04a71461009d578063715018a6146100bb575b5f5ffd5b610087610127565b60405161009491906103e0565b60405180910390f35b6100a5610133565b6040516100b291906103e0565b60405180910390f35b6100c361013b565b005b6100cd61014e565b6040516100da9190610438565b60405180910390f35b6100eb610175565b005b6101076004803603810190610102919061047f565b6101ef565b005b610111610273565b60405161011e91906103e0565b60405180910390f35b678ac7230489e8000081565b636561840081565b610143610279565b61014c5f610300565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b61017d610279565b678ac7230489e8000060015410610192575f5ffd5b63656184004210156101a2575f5ffd5b6101aa61014e565b73ffffffffffffffffffffffffffffffffffffffff166108fc4790811502906040515f60405180830381858888f193505050501580156101ec573d5f5f3e3d5ffd5b50565b6101f7610279565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610267575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161025e9190610438565b60405180910390fd5b61027081610300565b50565b60015481565b6102816103c1565b73ffffffffffffffffffffffffffffffffffffffff1661029f61014e565b73ffffffffffffffffffffffffffffffffffffffff16146102fe576102c26103c1565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102f59190610438565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f819050919050565b6103da816103c8565b82525050565b5f6020820190506103f35f8301846103d1565b92915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f610422826103f9565b9050919050565b61043281610418565b82525050565b5f60208201905061044b5f830184610429565b92915050565b5f5ffd5b61045e81610418565b8114610468575f5ffd5b50565b5f8135905061047981610455565b92915050565b5f6020828403121561049457610493610451565b5b5f6104a18482850161046b565b9150509291505056fea2646970667358221220cfd5d5ff5aba728d93f968eec2c852cc5f85f0b3b4fab407b213bf2e9a007ea764736f6c634300081e0033
node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,4877,4877,"[{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}]",
node_modules/@openzeppelin/contracts/utils/Context.sol:Context,4877,4877,[],
openzeppelin/SafeMath.sol:SafeMath,4877,4877,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
5733.sol:DecodeAssetsWrapper,5733,5733,"[{'inputs': [], 'stateMutability': 'nonpayable', 'type': 'constructor'}, {'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [{'internalType': 'bytes32[]', 'name': '_potentialAssets', 'type': 'bytes32[]'}], 'name': 'decodeAssets', 'outputs': [{'internalType': 'uint256[]', 'name': 'assets', 'type': 'uint256[]'}], 'stateMutability': 'pure', 'type': 'function'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906101e9565b60405180910390fd5b610090816100e960201b60201c565b506103e860025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f2081905550670de0b6b3a7640000600181905550610202565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101d3826101aa565b9050919050565b6101e3816101c9565b82525050565b5f6020820190506101fc5f8301846101da565b92915050565b610aa48061020f5f395ff3fe608060405234801561000f575f5ffd5b5060043610610060575f3560e01c806318160ddd1461006457806370a0823114610082578063715018a6146100b25780638da5cb5b146100bc578063c9334051146100da578063f2fde38b1461010a575b5f5ffd5b61006c610126565b604051610079919061055d565b60405180910390f35b61009c600480360381019061009791906105e1565b61012c565b6040516100a9919061055d565b60405180910390f35b6100ba610141565b005b6100c4610154565b6040516100d1919061061b565b60405180910390f35b6100f460048036038101906100ef91906107b7565b61017b565b60405161010191906108b5565b60405180910390f35b610124600480360381019061011f91906105e1565b610372565b005b60015481565b6002602052805f5260405f205f915090505481565b6101496103f6565b6101525f61047d565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b60605f825111610189575f5ffd5b5f600a83516101989190610902565b67ffffffffffffffff8111156101b1576101b0610648565b5b6040519080825280602002602001820160405280156101df5781602001602082028036833780820191505090505b5090505f5f90505f5f90505b84518110156102ca575f5f86838151811061020957610208610943565b5b602002602001015190508091505f600a90505b5f8111156102ba575f600260186001846102369190610970565b6102409190610902565b6002901b61024e91906109d0565b90505f8162ffffff836102619190610902565b861661026d91906109d0565b90505f81146102a5578088888151811061028a57610289610943565b5b60200260200101818152505086806102a190610a00565b9750505b505080806102b290610a47565b91505061021c565b50505080806001019150506101eb565b508067ffffffffffffffff8111156102e5576102e4610648565b5b6040519080825280602002602001820160405280156103135781602001602082028036833780820191505090505b5092505f5f90505b8181101561036a5782818151811061033657610335610943565b5b602002602001015184828151811061035157610350610943565b5b602002602001018181525050808060010191505061031b565b505050919050565b61037a6103f6565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036103ea575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016103e1919061061b565b60405180910390fd5b6103f38161047d565b50565b6103fe61053e565b73ffffffffffffffffffffffffffffffffffffffff1661041c610154565b73ffffffffffffffffffffffffffffffffffffffff161461047b5761043f61053e565b6040517f118cdaa7000000000000000000000000000000000000000000000000000000008152600401610472919061061b565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f819050919050565b61055781610545565b82525050565b5f6020820190506105705f83018461054e565b92915050565b5f604051905090565b5f5ffd5b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6105b082610587565b9050919050565b6105c0816105a6565b81146105ca575f5ffd5b50565b5f813590506105db816105b7565b92915050565b5f602082840312156105f6576105f561057f565b5b5f610603848285016105cd565b91505092915050565b610615816105a6565b82525050565b5f60208201905061062e5f83018461060c565b92915050565b5f5ffd5b5f601f19601f8301169050919050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52604160045260245ffd5b61067e82610638565b810181811067ffffffffffffffff8211171561069d5761069c610648565b5b80604052505050565b5f6106af610576565b90506106bb8282610675565b919050565b5f67ffffffffffffffff8211156106da576106d9610648565b5b602082029050602081019050919050565b5f5ffd5b5f819050919050565b610701816106ef565b811461070b575f5ffd5b50565b5f8135905061071c816106f8565b92915050565b5f61073461072f846106c0565b6106a6565b90508083825260208201905060208402830185811115610757576107566106eb565b5b835b81811015610780578061076c888261070e565b845260208401935050602081019050610759565b5050509392505050565b5f82601f83011261079e5761079d610634565b5b81356107ae848260208601610722565b91505092915050565b5f602082840312156107cc576107cb61057f565b5b5f82013567ffffffffffffffff8111156107e9576107e8610583565b5b6107f58482850161078a565b91505092915050565b5f81519050919050565b5f82825260208201905092915050565b5f819050602082019050919050565b61083081610545565b82525050565b5f6108418383610827565b60208301905092915050565b5f602082019050919050565b5f610863826107fe565b61086d8185610808565b935061087883610818565b805f5b838110156108a857815161088f8882610836565b975061089a8361084d565b92505060018101905061087b565b5085935050505092915050565b5f6020820190508181035f8301526108cd8184610859565b905092915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f61090c82610545565b915061091783610545565b925082820261092581610545565b9150828204841483151761093c5761093b6108d5565b5b5092915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52603260045260245ffd5b5f61097a82610545565b915061098583610545565b925082820390508181111561099d5761099c6108d5565b5b92915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601260045260245ffd5b5f6109da82610545565b91506109e583610545565b9250826109f5576109f46109a3565b5b828204905092915050565b5f610a0a82610545565b91507fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff8203610a3c57610a3b6108d5565b5b600182019050919050565b5f610a5182610545565b91505f8203610a6357610a626108d5565b5b60018203905091905056fea264697066735822122032676c7281a6b6a3bd641a12505317a066beff5070fbabfb9c9fcffac82f348364736f6c634300081e0033
node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,5733,5733,"[{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}]",
node_modules/@openzeppelin/contracts/utils/Context.sol:Context,5733,5733,[],
openzeppelin/SafeMath.sol:SafeMath,5733,5733,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
3297.sol:IERC20,3297,3297,"[{'inputs': [{'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'value', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'stateMutability': 'nonpayable', 'type': 'function'}]",
3297.sol:StakingContract,3297,3297,"[{'inputs': [], 'stateMutability': 'nonpayable', 'type': 'constructor'}, {'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'user', 'type': 'address'}, {'indexed': False, 'internalType': 'uint256', 'name': 'stakeNumber', 'type': 'uint256'}, {'indexed': False, 'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'InitialStakeWithdrawn', 'type': 'event'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [], 'name': 'RTI', 'outputs': [{'internalType': 'contract IERC20', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'activeStakes', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'name': 'internalRTCBalances', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': '', 'type': 'address'}, {'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'name': 'stakes', 'outputs': [{'internalType': 'uint256', 'name': 'initialStake', 'type': 'uint256'}, {'internalType': 'enum StakingContract.StakeStateEnum', 'name': 'state', 'type': 'uint8'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [{'internalType': 'uint256', 'name': '_stakeNumber', 'type': 'uint256'}], 'name': 'withdrawInitialStake', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'stateMutability': 'nonpayable', 'type': 'function'}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016100789190610200565b60405180910390fd5b6100908161010060201b60201c565b507f97b6771b04b068edcfb8c265b21ed5c6a5748d427138f776f3f164cc45f75b315f1c60045f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055506001600281905550610219565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101ea826101c1565b9050919050565b6101fa816101e0565b82525050565b5f6020820190506102135f8301846101f1565b92915050565b610dad806102265f395ff3fe608060405234801561000f575f5ffd5b5060043610610086575f3560e01c80638da5cb5b116100595780638da5cb5b14610113578063ed2f236914610131578063f16108211461014f578063f2fde38b1461017f57610086565b806329830ccc1461008a578063584b62a1146100ba57806358e1c174146100eb578063715018a614610109575b5f5ffd5b6100a4600480360381019061009f919061086f565b61019b565b6040516100b191906108b4565b60405180910390f35b6100d460048036038101906100cf9190610927565b610509565b6040516100e29291906109e7565b60405180910390f35b6100f3610540565b6040516101009190610a69565b60405180910390f35b610111610565565b005b61011b610578565b6040516101289190610a91565b60405180910390f35b61013961059f565b6040516101469190610aaa565b60405180910390f35b61016960048036038101906101649190610ac3565b6105a5565b6040516101769190610aaa565b60405180910390f35b61019960048036038101906101949190610ac3565b6105ba565b005b5f815f60018111156101b0576101af610974565b5b60015f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f8381526020019081526020015f206001015f9054906101000a900460ff16600181111561021e5761021d610974565b5b1461025e576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161025590610b48565b60405180910390fd5b5f60015f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f8581526020019081526020015f205f015490506001805f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f8681526020019081526020015f206001015f6101000a81548160ff0219169083600181111561032157610320610974565b5b021790555061033c600160025461063e90919063ffffffff16565b6002819055506103928160035f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205461063e90919063ffffffff16565b60035f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f20819055503373ffffffffffffffffffffffffffffffffffffffff167f7d252c33d474583922a2f7a0c2f4d04631095dbd4e35b09adc7f801ec3e743f7858360405161041b929190610b66565b60405180910390a260045f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1663a9059cbb33836040518363ffffffff1660e01b815260040161047f929190610b8d565b6020604051808303815f875af115801561049b573d5f5f3e3d5ffd5b505050506040513d601f19601f820116820180604052508101906104bf9190610bde565b6104fe576040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016104f590610c79565b60405180910390fd5b600192505050919050565b6001602052815f5260405f20602052805f5260405f205f9150915050805f015490806001015f9054906101000a900460ff16905082565b60045f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1681565b61056d610687565b6105765f61070e565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b60025481565b6003602052805f5260405f205f915090505481565b6105c2610687565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610632575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016106299190610a91565b60405180910390fd5b61063b8161070e565b50565b5f61067f83836040518060400160405280601e81526020017f536166654d6174683a207375627472616374696f6e206f766572666c6f7700008152506107cf565b905092915050565b61068f610831565b73ffffffffffffffffffffffffffffffffffffffff166106ad610578565b73ffffffffffffffffffffffffffffffffffffffff161461070c576106d0610831565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016107039190610a91565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f838311158290610816576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161080d9190610cf7565b60405180910390fd5b505f83856108249190610d44565b9050809150509392505050565b5f33905090565b5f5ffd5b5f819050919050565b61084e8161083c565b8114610858575f5ffd5b50565b5f8135905061086981610845565b92915050565b5f6020828403121561088457610883610838565b5b5f6108918482850161085b565b91505092915050565b5f8115159050919050565b6108ae8161089a565b82525050565b5f6020820190506108c75f8301846108a5565b92915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6108f6826108cd565b9050919050565b610906816108ec565b8114610910575f5ffd5b50565b5f81359050610921816108fd565b92915050565b5f5f6040838503121561093d5761093c610838565b5b5f61094a85828601610913565b925050602061095b8582860161085b565b9150509250929050565b61096e8161083c565b82525050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52602160045260245ffd5b600281106109b2576109b1610974565b5b50565b5f8190506109c2826109a1565b919050565b5f6109d1826109b5565b9050919050565b6109e1816109c7565b82525050565b5f6040820190506109fa5f830185610965565b610a0760208301846109d8565b9392505050565b5f819050919050565b5f610a31610a2c610a27846108cd565b610a0e565b6108cd565b9050919050565b5f610a4282610a17565b9050919050565b5f610a5382610a38565b9050919050565b610a6381610a49565b82525050565b5f602082019050610a7c5f830184610a5a565b92915050565b610a8b816108ec565b82525050565b5f602082019050610aa45f830184610a82565b92915050565b5f602082019050610abd5f830184610965565b92915050565b5f60208284031215610ad857610ad7610838565b5b5f610ae584828501610913565b91505092915050565b5f82825260208201905092915050565b7f496e76616c6964207374616b65207374617465000000000000000000000000005f82015250565b5f610b32601383610aee565b9150610b3d82610afe565b602082019050919050565b5f6020820190508181035f830152610b5f81610b26565b9050919050565b5f604082019050610b795f830185610965565b610b866020830184610965565b9392505050565b5f604082019050610ba05f830185610a82565b610bad6020830184610965565b9392505050565b610bbd8161089a565b8114610bc7575f5ffd5b50565b5f81519050610bd881610bb4565b92915050565b5f60208284031215610bf357610bf2610838565b5b5f610c0084828501610bca565b91505092915050565b7f556e61626c6520746f207472616e7366657220746f6b656e73206c696b656c795f8201527f2064756520746f20696e636f72726563742062616c616e636500000000000000602082015250565b5f610c63603983610aee565b9150610c6e82610c09565b604082019050919050565b5f6020820190508181035f830152610c9081610c57565b9050919050565b5f81519050919050565b8281835e5f83830152505050565b5f601f19601f8301169050919050565b5f610cc982610c97565b610cd38185610aee565b9350610ce3818560208601610ca1565b610cec81610caf565b840191505092915050565b5f6020820190508181035f830152610d0f8184610cbf565b905092915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f610d4e8261083c565b9150610d598361083c565b9250828203905081811115610d7157610d70610d17565b5b9291505056fea264697066735822122053255f2c69eb858bef6e8cadc025c2ff50ad5e077e4b35376f8554cbccfae19c64736f6c634300081e0033
node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,3297,3297,"[{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}], 'name': 'OwnableInvalidOwner', 'type': 'error'}, {'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'OwnableUnauthorizedAccount', 'type': 'error'}, {'anonymous': False, 'inputs': [{'indexed': True, 'internalType': 'address', 'name': 'previousOwner', 'type': 'address'}, {'indexed': True, 'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'OwnershipTransferred', 'type': 'event'}, {'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'stateMutability': 'view', 'type': 'function'}, {'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'stateMutability': 'nonpayable', 'type': 'function'}]",
node_modules/@openzeppelin/contracts/utils/Context.sol:Context,3297,3297,[],
openzeppelin/SafeMath.sol:SafeMath,3297,3297,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
